student_id,age,gender,socioeconomic_level,avg_grade,avg_attendance,current_semester,total_enrollments,failed_courses,completed_courses,total_interactions,unique_sessions_count,total_duration_hours,days_since_last_interaction,engagement_score,scholarship_percentage,overdue_payments,pending_payments,outstanding_amount,dropout,success_rate,failure_rate,interaction_per_enrollment
STU0079,22,M,4,4.987167973885688,79.02967092451223,2,10,0,10,49,18,3.5950681102787065,0.1979261992649365,52.497534055139354,25,0,0,0.0,0,100.0,0.0,4.9
STU0080,18,F,2,3.5560614624911313,81.09311147023271,5,19,1,17,54,15,8.745678164008025,0.1774411505618847,50.572839082004016,75,0,2,2846.430670785666,1,89.47368421052632,5.263157894736842,2.8421052631578947
STU0081,21,M,3,7.02447507094954,81.09795486502541,4,17,0,17,46,22,8.235996550143147,0.474785222483351,61.91799827507157,0,1,1,2174.496995840668,0,100.0,0.0,2.7058823529411766
STU0082,23,F,4,4.152795842956917,77.74635516802611,2,7,1,5,47,12,14.018287298107763,2.1776721441321554,45.109143649053884,0,0,0,0.0,1,71.42857142857143,14.285714285714285,6.714285714285714
STU0083,26,M,3,6.643016299161962,97.87561245660598,3,10,2,6,56,14,28.882695797154643,0.031010722806600215,59.24134789857732,75,0,3,2481.26678147961,0,60.0,20.0,5.6
STU0084,20,F,4,6.104827675876626,78.74423060226182,1,3,0,3,52,15,6.430043606495163,3.405967214386243,48.81502180324758,0,1,0,912.5101493326572,1,100.0,0.0,17.333333333333332
STU0085,19,M,4,7.518714163157293,63.20680807425247,6,23,0,23,48,17,41.42724572818174,2.236670004592686,69.11362286409087,75,1,1,3019.3538894569024,0,100.0,0.0,2.0869565217391304
STU0086,20,M,5,6.046931750765204,74.09705216045407,3,11,0,11,48,7,25.506682694265717,4.053365898724462,41.15334134713286,100,0,0,0.0,0,100.0,0.0,4.363636363636363
STU0087,24,F,5,6.005828320479363,82.68042075215713,2,7,1,6,52,13,21.540779186521277,6.379586353196225,52.37038959326064,25,0,0,0.0,0,85.71428571428571,14.285714285714285,7.428571428571429
STU0088,22,M,3,7.597806056432443,98.43822176445576,3,10,0,10,64,12,5.7219805595740345,1.44490000852062,46.06099027978702,75,0,2,1414.466169857604,0,100.0,0.0,6.4
STU0089,20,F,3,7.002587043626177,89.0464202742325,1,6,2,4,54,15,53.61585204896201,0.8544377601754267,73.00792602448101,25,0,1,1058.5687825866662,0,66.66666666666666,33.33333333333333,9.0
STU0090,23,M,3,6.974233935774167,67.24197081879434,6,24,0,22,52,16,54.052343836335965,1.6290216003759337,74.62617191816798,75,0,0,0.0,0,91.66666666666666,0.0,2.1666666666666665
STU0091,22,F,3,7.20390138471279,100.0,1,5,2,1,45,16,9.083081538208168,0.008823690933778822,50.04154076910408,75,0,1,1068.5453924689705,0,20.0,40.0,9.0
STU0092,24,M,4,4.196641815189341,83.97162966466969,3,12,0,11,43,6,7.98975791876468,0.639240469033223,28.89487895938234,0,1,2,1772.8893485325389,1,91.66666666666666,0.0,3.5833333333333335
STU0093,19,F,4,7.635183019980473,99.13086106998522,1,4,0,4,53,14,12.187256161855153,6.948106720703565,49.99362808092758,50,0,1,1126.9913868200238,0,100.0,0.0,13.25
STU0094,21,M,4,7.418703191020404,77.72428349634156,4,17,0,16,40,15,19.752180973931527,1.2603318271472532,51.876090486965765,50,0,0,0.0,0,94.11764705882352,0.0,2.3529411764705883
STU0095,20,M,3,4.974975307135254,88.00038867058174,4,14,0,13,60,19,3.3781489650934473,25.83612430649872,57.68907448254672,0,0,1,1390.3942024223313,1,92.85714285714286,0.0,4.285714285714286
STU0096,18,M,2,6.133879289488698,92.59202756777607,3,13,3,8,54,13,6.100797317685826,0.9186018015067474,45.25039865884292,100,0,1,918.2044435790451,1,61.53846153846154,23.076923076923077,4.153846153846154
STU0097,22,M,3,6.4410390685585535,98.27292067631384,3,10,2,7,50,19,21.550474864480115,7.774079068024907,63.77523743224006,25,0,1,1532.1333845730412,0,70.0,20.0,5.0
STU0098,22,F,2,6.298254823397401,95.86052458067337,5,20,0,18,47,18,31.654483856188378,6.104653429787497,65.92724192809419,25,0,0,0.0,0,90.0,0.0,2.35
STU0099,22,M,5,7.000789949852802,93.08295500109467,1,2,0,1,51,16,23.377237241887848,1.944014554732001,58.988618620943924,0,0,0,0.0,0,50.0,0.0,25.5
STU0100,21,F,3,8.647050172746775,75.27369903208837,2,10,1,9,40,13,29.627634489297563,2.0079068746081865,52.81381724464878,50,0,0,0.0,0,90.0,10.0,4.0
STU0101,18,M,2,8.122650091509243,71.42380937065907,1,5,1,3,54,14,31.473590258383425,4.145425400700168,59.936795129191715,75,0,0,0.0,0,60.0,20.0,10.8
STU0102,20,M,1,4.531671209852891,84.98911265486296,6,26,1,23,44,17,32.89283598812571,9.56536945450992,63.64641799406286,50,0,0,0.0,0,88.46153846153845,3.8461538461538463,1.6923076923076923
STU0103,20,F,4,7.433104985459073,93.99692108511604,2,8,1,5,43,14,22.167968444324107,2.4403243322255457,51.98398422216205,75,1,3,7771.463509161565,0,62.5,12.5,5.375
STU0104,19,F,4,8.493399979303115,76.65918948835089,4,17,1,14,46,7,10.714085263437605,0.3156569229917554,33.1570426317188,50,1,1,2265.791892195339,0,82.35294117647058,5.88235294117647,2.7058823529411766
STU0105,21,M,3,7.080212781033804,95.9775794857158,3,12,0,11,50,19,1.9217889315556431,2.3453737191853534,53.96089446577782,0,1,2,4942.2265785236095,0,91.66666666666666,0.0,4.166666666666667
STU0106,23,M,1,8.13647063777895,100.0,1,6,1,4,52,14,37.639546527267704,1.1616321335281659,62.41977326363386,25,0,1,674.7811209370647,0,66.66666666666666,16.666666666666664,8.666666666666666
STU0107,27,M,3,9.518405668551148,66.25518621389871,1,4,0,2,61,14,18.858821262611244,14.00140454462049,55.72941063130562,0,0,2,3668.8270819469417,1,50.0,0.0,15.25
STU0108,22,F,3,8.035564319160471,67.4461894430558,2,9,0,9,47,16,18.688117709084487,5.974641586046683,55.44405885454225,0,0,0,0.0,0,100.0,0.0,5.222222222222222
STU0109,22,F,4,6.873962893462593,77.89437411641995,2,9,1,8,56,19,32.553307306382145,0.26085083686975136,71.07665365319107,0,0,0,0.0,0,88.88888888888889,11.11111111111111,6.222222222222222
STU0110,21,M,4,8.06763271112713,84.61419002283795,1,4,1,2,36,13,4.423656822879687,1.7335420000496693,39.01182841143984,100,0,1,713.6639507486533,0,50.0,25.0,9.0
STU0111,18,F,3,6.717331749645337,72.13149479349424,1,5,0,4,53,17,19.73617019011559,0.2576032586342901,59.76808509505779,100,0,0,0.0,0,80.0,0.0,10.6
STU0112,21,F,2,6.535854564927433,100.0,5,21,1,18,47,12,10.348624431370343,8.860274538841626,43.27431221568517,0,0,1,1552.1737069769295,0,85.71428571428571,4.761904761904762,2.238095238095238
STU0113,22,F,5,5.972878646429401,86.36100292277676,6,24,1,22,48,19,17.75413314678683,11.838093451690014,61.27706657339341,25,0,0,0.0,0,91.66666666666666,4.166666666666666,2.0
STU0114,29,F,3,8.845120038248163,80.5917057236111,2,10,0,9,46,18,47.56859238372211,0.5954922850639319,73.58429619186106,0,1,0,690.4552242258991,0,90.0,0.0,4.6
STU0115,21,M,4,5.272357001086998,58.46135714197209,2,9,1,6,51,13,12.13698650670181,2.901682843655387,47.368493253350906,75,0,0,0.0,1,66.66666666666666,11.11111111111111,5.666666666666667
STU0116,22,M,2,8.798551587017174,60.262762753587396,1,5,0,3,50,11,20.572758863028078,13.432663008149301,47.286379431514035,25,0,0,0.0,0,60.0,0.0,10.0
STU0117,21,M,3,7.249796185610557,84.2151387542271,3,13,0,12,43,12,18.06218462717765,0.7845071375041648,45.93109231358882,50,1,0,1438.0887806454602,0,92.3076923076923,0.0,3.3076923076923075
STU0118,18,M,1,4.401040737797088,48.01106560767746,4,17,1,16,47,14,29.89890730564747,1.725875115847568,57.049453652823736,25,0,2,2266.014417545764,1,94.11764705882352,5.88235294117647,2.764705882352941
STU0119,25,F,3,7.051473939487132,95.18956114466107,1,4,1,2,54,12,24.51193772724335,1.814001544223405,52.45596886362168,50,0,0,0.0,0,50.0,25.0,13.5
STU0120,24,F,5,3.3499602385225637,77.6276923344152,1,6,0,6,49,19,7.198159132068987,0.15259662481945696,56.29907956603449,25,0,2,2322.24820111473,0,100.0,0.0,8.166666666666666
STU0121,24,M,3,7.438262025246553,100.0,4,18,1,17,45,20,43.28016354912924,0.1847373151148096,75.14008177456462,0,0,0,0.0,0,94.44444444444444,5.555555555555555,2.5
STU0122,19,M,1,7.827847224483486,100.0,3,10,0,10,53,21,18.02640251063668,15.266047146771644,66.91320125531834,0,0,1,1890.6191075654542,0,100.0,0.0,5.3
STU0123,26,M,1,5.61146606652192,77.27826396128725,1,5,1,2,54,15,7.194483978230286,4.232571275603064,49.79724198911514,25,0,1,1231.2142169801623,0,40.0,20.0,10.8
STU0124,18,F,3,6.685321543933373,78.40494496203027,3,13,0,11,54,13,5.280326120035674,1.8310896791348694,44.840163060017844,100,1,2,4050.3881180076105,0,84.61538461538461,0.0,4.153846153846154
STU0125,23,M,2,9.431236150625429,94.93372271003045,2,6,1,3,49,13,26.879136976470768,2.379502192157755,54.13956848823538,25,0,0,0.0,0,50.0,16.666666666666664,8.166666666666666
STU0126,28,F,1,5.741379943607095,100.0,2,10,0,9,40,14,36.782264454589665,6.2735756183427664,58.39113222729483,0,0,0,0.0,1,90.0,0.0,4.0
STU0127,19,M,4,4.9116386194151,55.429564138459746,4,15,0,13,40,11,31.40663763551144,2.2826121797528427,49.70331881775572,100,0,0,0.0,0,86.66666666666667,0.0,2.6666666666666665
STU0128,20,M,3,8.722495103693898,53.2043680196797,4,15,0,13,53,20,14.327904675357141,1.2923020921060269,63.06395233767857,0,1,0,1238.2058954842541,0,86.66666666666667,0.0,3.533333333333333
STU0129,22,O,2,9.443880785796193,70.66947791668427,2,10,1,8,54,16,15.120820926686921,0.5370204650339313,55.76041046334346,0,0,1,953.1093511837546,0,80.0,10.0,5.4
STU0130,20,F,5,6.505543507771771,88.74106374760797,5,21,0,20,46,12,25.40628392896928,6.526946497081627,50.50314196448464,75,1,0,1373.0515208374386,0,95.23809523809523,0.0,2.1904761904761907
STU0131,18,M,2,8.017194553112535,87.45310385761395,2,7,1,6,47,19,7.0816979804688875,0.995701104750722,55.640848990234446,50,1,0,1919.984046328767,0,85.71428571428571,14.285714285714285,6.714285714285714
STU0132,22,F,5,8.512213873296322,96.04657182475775,4,16,0,15,60,15,36.85909537220231,0.360962799778797,66.42954768610116,25,1,0,1831.9757809746677,1,93.75,0.0,3.75
STU0133,18,F,3,5.386273651192424,62.00453707452038,2,8,1,6,50,18,27.743513661565494,2.7839503183807257,64.87175683078274,75,0,1,1653.8635687631843,0,75.0,12.5,6.25
STU0134,23,F,5,5.772041246948198,45.25784205546685,5,18,2,14,49,15,9.600514177649963,0.20187589788540491,49.50025708882498,50,0,1,914.3144489978135,0,77.77777777777779,11.11111111111111,2.7222222222222223
STU0135,19,M,4,8.346311769732102,92.87021292953219,5,22,0,22,50,17,17.420078477043837,16.76175871556967,57.710039238521915,0,0,0,0.0,0,100.0,0.0,2.272727272727273
STU0136,26,F,4,9.027521418062765,67.57705590552148,1,6,0,6,45,19,16.017480747904983,4.934813019060767,59.50874037395249,50,0,0,0.0,0,100.0,0.0,7.5
STU0137,19,M,5,7.344321290261532,49.72268203417043,5,19,0,18,49,18,11.121853917159061,0.828483457057861,56.26092695857953,50,0,0,0.0,0,94.73684210526315,0.0,2.5789473684210527
STU0138,21,F,2,5.180278469746918,82.17595618939072,4,17,0,15,49,14,35.01961060112303,0.9464534430785378,60.20980530056151,100,0,0,0.0,0,88.23529411764706,0.0,2.8823529411764706
STU0139,24,M,5,9.480591667549161,91.89763532328016,4,18,1,15,58,21,2.376587303821602,4.217856333704162,60.5882936519108,100,0,1,1158.3949153744463,0,83.33333333333334,5.555555555555555,3.2222222222222223
STU0140,18,M,3,5.703543653282053,78.16914301818085,1,3,0,1,50,21,29.590895557782027,2.2046772208626084,71.79544777889102,25,1,0,1201.9797009385973,0,33.33333333333333,0.0,16.666666666666668
STU0141,22,M,3,5.997293328242822,73.13227420726267,4,15,1,12,54,17,34.35986930431158,7.442006304050109,67.3799346521558,50,0,1,1181.8151037913112,0,80.0,6.666666666666667,3.6
STU0142,25,F,3,7.0135067517344325,77.6095665178114,5,22,2,19,49,15,17.42926143736926,3.9461596431322348,53.414630718684634,0,0,0,0.0,0,86.36363636363636,9.090909090909092,2.227272727272727
STU0143,18,M,3,8.831240631072161,74.44125856398826,2,7,0,5,49,15,0.9978762592721734,2.839924972075585,45.19893812963609,0,1,2,1891.9241290295477,0,71.42857142857143,0.0,7.0
